,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,pub_year,century,is_big_book
934,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,eng,73,67,6,4/7/2004,Dramatists Play Service,2004,21th,small
935,April  May und June,Elizabeth von Arnim,3.88,ger,88,0,0,4/1/1995,Insel  Frankfurt,1995,20th,small
936,A Room with a View,E.M. Forster,3.91,eng,119,128596,3422,1/1/2005,Digireads.com,2005,21th,small
937,A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,4.1,eng,449,2450,113,2/4/1986,Signet,1986,20th,big
938,E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster,3.51,eng,208,6,0,1/17/1971,New Directions,1971,20th,small
939,The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,eng,396,1665,125,7/27/2006,Penguin Classics,2006,21th,small
940,Howards End,E.M. Forster,3.96,eng,246,54765,1437,10/29/2002,Dover Publications,2002,21th,small
941,Maurice,E.M. Forster,4.03,eng,256,21997,1005,12/17/2005,W. W. Norton  Company,2005,21th,small
942,E. M. Forster: A Life,P.N. Furbank,4.14,eng,648,141,11,5/2/1994,Mariner Books,1994,20th,big
943,Howards End,E.M. Forster,3.96,eng,352,368,26,9/28/2000,Penguin Books,2000,21th,small
944,The Sixteen Pleasures,Robert Hellenga,3.59,eng,384,2699,336,5/1/1995,Delta,1995,20th,small
945,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,eng,336,3259,187,5/18/2006,Penguin Press HC  The,2006,21th,small
946,The Rescue (Kidnapped  #3),Gordon Korman,4.11,eng,140,1864,117,9/1/2006,Scholastic Books,2006,21th,small
947,Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,eng,151,1928,85,2/1/2006,Scholastic,2006,21th,small
948,Public Enemies (On The Run  #5),Gordon Korman,4.19,eng,150,2050,76,12/1/2005,Scholastic,2005,21th,small
949,Runaway Bride,Deborah  Gordon,4.25,eng,390,8,0,9/28/1994,Avon,1994,20th,small
950,The Bridge over the Drina,Ivo Andrić/William H. McNeill,4.33,eng,314,254,35,4/5/1995,The Harvill Press,1995,20th,small
951,Drina Dances in Paris,Jean Estoril,4.16,eng,194,14,4,4/1/1991,Simon and Schuster,1991,20th,small
952,Drina Ballerina,Jean Estoril,4.16,eng,188,8,1,1/17/1991,Hodder,1991,20th,small
953,Le Pont sur la Drina,Ivo Andrić/Pascale Delpech,4.33,fre,384,69,10,7/5/1999,Livre de Poche,1999,20th,small
954,Drina Dances in Italy,Jean Estoril,4.08,eng,191,21,0,8/31/1992,Hodder,1992,20th,small
955,Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,4.26,eng,188,112,7,10/20/1991,Simon and Schuster,1991,20th,small
956,Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,4.09,eng,164,139,6,2/6/1991,Simon and Schuster,1991,20th,small
957,Phaedrus/Apology/Crito/Symposium,Plato/Benjamin Jowett,3.0,eng,144,19,0,1/1/2006,Digireads.com,2006,21th,small
958,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,4.17,eng,352,114,11,9/10/1989,Yale University Press,1989,20th,small
959,Gorgias/Timaeus,Plato/Benjamin Jowett,3.74,eng,256,34,5,7/15/2003,Dover Publications,2003,21th,small
960,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle/W.S. Hett,4.57,grc,528,14,0,6/28/1963,Loeb Classical Library 307,1963,20th,big
961,Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,3.77,eng,480,100,9,9/1/1998,Hackett Publishing Company  Inc. (USA),1998,20th,big
962,The Trojan Women,Euripides/Gilbert Murray,3.89,eng,80,4577,126,1/1/2006,Digireads.com,2006,21th,small
963,Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,4.29,eng,304,327,12,2/15/1960,University Of Chicago Press,1960,20th,small
964,Moloka'i (Moloka'i #1),Alan Brennert,4.17,eng,405,91395,8192,10/4/2004,St. Martin's Griffin,2004,21th,big
965,Teaching with the Brain in Mind,Eric Jensen,4.11,eng,186,592,49,6/15/2005,Association for Supervision & Curriculum Development,2005,21th,small
966,Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,3.54,eng,176,26,1,5/10/2001,Totem Books,2001,21th,small
967,Eva Luna,Isabel Allende/Margaret Sayers Peden,3.97,eng,320,430,23,8/30/2005,Dial Press,2005,21th,small
968,The Stories of Eva Luna,Isabel Allende,3.97,eng,352,12839,375,11/13/2001,Scribner,2001,21th,small
969,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,3.97,eng,256,10,1,12/1/1994,McGraw-Hill Humanities/Social Sciences/Languages,1994,20th,small
970,El bosque de los pigmeos,Isabel Allende,3.77,spa,304,1099,46,9/6/2005,HarperCollins Espanol,2005,21th,small
971,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,eng,321,15345,1075,11/7/2006,Harper,2006,21th,small
972,La casa de los espíritus,Isabel Allende,4.23,spa,454,608,38,9/18/2001,HarperCollins Espanol,2001,21th,big
973,El plan infinito,Isabel Allende,3.72,spa,336,514,33,5/14/2002,Harper Perennial,2002,21th,small
974,El reino del dragón de oro,Isabel Allende,3.84,spa,432,1189,51,9/7/2004,HarperCollins Espanol,2004,21th,big
975,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,3.71,eng,408,17962,778,4/27/2004,Rayo,2004,21th,big
976,Self,Yann Martel,3.43,eng,331,2359,146,4/7/2003,Faber  Faber,2003,21th,small
977,Die Brücke über die Drina,Ivo Andrić/Ernst E. Jonas,4.33,ger,407,9,0,3/1/2003,Suhrkamp,2003,21th,big
978,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,4.02,eng,188,13,1,8/23/1993,Hodder Children's Books,1993,20th,small
979,The Story of Salt,Mark Kurlansky/S.D. Schindler,4.08,eng,48,382,85,9/7/2006,G.P. Putnam's Sons Books for Young Readers,2006,21th,small
980,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4.0,eng,203,768,96,9/12/2006,Modern Library,2006,21th,small
981,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,eng,319,191,26,2/28/2006,Random House Trade,2006,21th,small
982,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,eng,294,970,104,7/1/1998,Penguin Books,1998,20th,small
983,1968: The Year That Rocked the World,Mark Kurlansky,3.78,eng,480,2046,248,1/11/2005,Random House Trade Paperbacks,2005,21th,big
984,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,eng,456,51,2,3/26/2002,Ballantine Books,2002,21th,big
985,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,eng,400,3457,329,2/1/2001,Penguin Books,2001,21th,small
986,The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,eng,48,127,25,9/10/2001,G.P. Putnam's Sons Books for Young Readers,2001,21th,small
987,Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,0.0,eng,200,0,0,10/13/2000,Grove Press  Open City Books,2000,21th,small
988,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,spa,254,142,12,3/6/2001,Turtleback Books,2001,21th,small
989,Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,eng,557,856,146,12/1/2000,Penguin Classics,2000,21th,big
990,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,eng,201,7736,641,8/28/2005,New Riders Publishing,2005,21th,small
991,Girlfriend in a Coma,Douglas Coupland,3.62,eng,288,15798,612,3/1/1999,ReganBooks,1999,20th,small
992,Corelli's Mandolin,Louis de Bernières,3.98,eng,437,62954,1791,8/29/1995,Vintage,1995,20th,big
993,Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,3.4,eng,179,1084,131,7/3/2006,Mariner Books,2006,21th,small
994,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.72,eng,406,1170,117,12/22/1999,Harper Perennial,1999,20th,big
995,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.95,eng,480,138,29,6/27/2006,Harper,2006,21th,big
996,Temptations,Otis Williams/Patricia Romanowski,4.19,eng,304,99,16,6/25/2002,Cooper Square Press,2002,21th,small
997,The Thorn Birds,Colleen McCullough,4.23,eng,673,533,66,9/6/2005,Avon Books,2005,21th,big
998,Caesar (Masters of Rome  #5),Colleen McCullough,4.37,eng,928,5991,120,1/28/2003,Avon,2003,21th,big
999,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.25,eng,943,5423,157,2/1/1997,Avon,1997,20th,big
1000,On  Off (Carmine Delmonico  #1),Colleen McCullough,3.52,eng,372,1182,175,5/23/2006,Simon & Schuster,2006,21th,small
1001,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,eng,768,39,7,2/14/1999,Wings,1999,20th,big
1002,Morgan's Run,Colleen McCullough,3.95,eng,848,3478,191,1/1/2002,Pocket Books,2002,21th,big
1003,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.29,eng,1110,4291,119,10/28/2003,Pocket Books,2003,21th,big
1004,The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.11,eng,896,311,49,9/28/1990,William Morrow & Company (NYC),1990,20th,big
1005,The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.3,eng,1104,9623,199,7/1/1992,Avon,1992,20th,big
1006,Tim,Colleen McCullough,3.81,eng,288,153,17,11/1/1990,Avon,1990,20th,small
1007,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,eng,128,24,2,12/14/2000,Cliffs Notes,2000,21th,small
1008,The Five People You Meet in Heaven,Mitch Albom,3.93,eng,196,520051,16562,9/23/2003,Hyperion,2003,21th,small
1009,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,eng,272,16588,1606,4/15/2004,Vintage,2004,21th,small
1010,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,eng,268,6124,754,4/1/2004,Red Fox,2004,21th,small
1011,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.88,eng,240,34,6,3/28/2006,Doubleday Canada,2006,21th,small
1012,Northern Lights,Tim O'Brien,3.29,eng,372,981,69,9/1/1999,Broadway Books,1999,20th,small
1013,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,eng,225,7763,362,9/1/1999,Broadway Books,1999,20th,small
1014,Going After Cacciato,Tim O'Brien,3.91,eng,351,10384,637,9/1/1999,Broadway/Crown Publishing Group,1999,20th,small
1015,In the Lake of the Woods,Tim O'Brien,3.78,eng,303,14655,1211,9/1/2006,Mariner Books,2006,21th,small
1016,The Nuclear Age,Tim O'Brien,3.45,eng,320,945,61,12/1/1996,Penguin Books,1996,20th,small
1017,The Rescue,Nicholas Sparks,4.11,eng,352,154933,3141,4/1/2005,Grand Central Publishing,2005,21th,small
1018,A Bend in the Road,Nicholas Sparks,4.03,eng,341,125693,3229,4/1/2005,Grand Central Publishing,2005,21th,small
1019,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,eng,465,68228,2425,4/11/2006,Grand Central Publishing,2006,21th,big
1020,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,4.03,eng,368,36784,2658,1/3/2006,Grand Central Publishing,2006,21th,small
1021,The Wedding (The Notebook  #2),Nicholas Sparks,3.99,eng,276,126629,5295,8/1/2005,Vision,2005,21th,small
1022,El Guardián,Nicholas Sparks/Ramón González Férriz,4.15,spa,444,31,3,4/1/2005,Roca Editorial,2005,21th,big
1023,Nights in Rodanthe,Nicholas Sparks,3.84,eng,212,1596,157,8/1/2004,Warner Books,2004,21th,small
1024,Message in a Bottle,Nicholas Sparks,3.96,eng,370,2755,218,2/1/1999,Grand Central Publishing,1999,20th,small
1025,A Walk to Remember,Nicholas Sparks,4.17,eng,240,555995,10173,9/1/2004,Grand Central Publishing,2004,21th,small
1026,Icy Sparks,Gwyn Hyman Rubio,3.7,eng,320,37936,1192,3/8/2001,Penguin Books,2001,21th,small
1027,Message in a Bottle,Nicholas Sparks,3.96,eng,342,201488,3496,12/1/1999,Warner Books,1999,20th,small
1028,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,eng,327,1967,66,10/31/2006,Avon,2006,21th,small
1029,Special Topics in Calamity Physics,Marisha Pessl,3.71,eng,514,32370,4212,8/3/2006,Penguin Books Ltd,2006,21th,big
1030,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.03,eng,192,82,9,2/14/2006,Three Rivers Press,2006,21th,small
1031,On Truth,Harry G. Frankfurt/Baruch Spinoza,3.52,eng,112,790,99,10/31/2006,Knopf,2006,21th,small
1032,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.15,eng,310,81381,1925,6/20/2006,St. Martin's Press,2006,21th,small
1033,Sharp Edges,Jayne Ann Krentz,3.86,eng,368,2792,73,7/27/2004,Pocket Star Books,2004,21th,small
1034,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.08,eng,256,317,33,12/31/2001,Scribner Book Company,2001,21th,small
1035,The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.85,eng,74,51,7,6/14/2005,Yearling Books,2005,21th,small
1036,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.77,eng,72,41,7,7/12/2005,Yearling Books,2005,21th,small
1037,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.54,eng,80,56,7,5/10/2005,Yearling,2005,21th,small
1038,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.43,eng,48,26,5,4/9/2002,Random House Books for Young Readers,2002,21th,small
1039,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,eng,208,612,8,9/12/2006,VIZ Media LLC,2006,21th,small
1040,The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.59,eng,276,641,63,9/1/1996,Ignatius Press,1996,20th,small
1041,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,eng,208,715,18,12/12/2006,VIZ Media LLC,2006,21th,small
1042,The Tutor's First Love,George MacDonald/Michael R. Phillips,4.08,eng,238,364,21,7/1/2000,Bethany House Publishers,2000,21th,small
1043,First Love,Ivan Turgenev/Constance Garnett,3.78,eng,124,5856,310,9/1/2004,Melville House Publishing,2004,21th,small
1044,Love @ First Site,Jane Moore,3.41,eng,368,910,74,5/9/2006,Broadway Books,2006,21th,small
1045,First Love  Second Chance,Amanda Clark,3.73,eng,304,13,2,2/22/1995,Harlequin Superromance,1995,20th,small
1046,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.5,eng,212,4,0,4/28/2003,Merlin Publishing,2003,21th,small
1047,The Modern Prince and Other Writings,Antonio Gramsci,3.89,eng,192,118,9,10/1/1959,International Publishers,1959,20th,small
1048,Emily of New Moon (Emily  #1),L.M. Montgomery,4.1,eng,339,38411,1366,4/1/1983,Dell Laurel-Leaf,1983,20th,small
1049,The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,4.24,eng,410,184,22,11/4/2004,Oxford University Press  USA,2004,21th,big
1050,Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,3.83,eng,246,928,27,11/1/1994,Bantam Starfire,1994,20th,small
1051,Anne of Avonlea,L.M. Montgomery/Susan O'Malley,4.23,eng,8,63,8,12/1/1998,Blackstone Audiobooks,1998,20th,small
1052,A Tangled Web,L.M. Montgomery,3.88,eng,288,3760,248,8/1/1989,Seal Books,1989,20th,small
1053,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,eng,2088,98611,1447,10/6/1998,Starfire,1998,20th,big
1054,Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.9,eng,288,6082,188,6/1/1988,Seal Books,1988,20th,small
1055,Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,eng,1059,24087,554,8/26/1986,Bantam Classics,1986,20th,big
1056,The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,4.64,eng,1878,1411,54,11/30/2004,W. W. Norton & Company,2004,21th,big
1057,The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,4.53,eng,907,2203,32,11/7/2005,W. W. Norton & Company,2005,21th,big
1058,The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,4.22,eng,244,2037,71,3/1/2006,Wiley,2006,21th,small
1059,Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,3.96,eng,6,18,4,4/20/2006,HighBridge Company,2006,21th,small
1060,Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,eng,304,29,6,10/11/2006,Atlantic Monthly Press,2006,21th,small
1061,Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,4.0,eng,0,7,2,10/3/2006,Simon  Schuster Audio,2006,21th,small
1062,The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,4.18,eng,218,119,8,10/15/1996,Grosset & Dunlap,1996,20th,small
1063,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.33,eng,334,2184,87,7/1/2001,Gramercy Books,2001,21th,small
1064,The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),NOT A BOOK,3.5,eng,0,12,1,10/1/2003,Simon & Schuster Audio,2003,21th,small
1065,Personal Finance For Dummies,Eric Tyson,3.77,eng,458,114,15,10/1/2006,For Dummies,2006,21th,big
1066,Personal Finance for Dummies,Eric Tyson/Rich Tennant,3.77,eng,454,925,92,8/1/2003,John Wiley & Sons,2003,21th,big
1067,Catching Alice,Clare Naylor,3.38,eng,328,948,27,10/31/2000,Ballantine Books,2000,21th,small
1068,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,eng,157,5044,316,9/3/2003,Multnomah Books,2003,21th,small
1069,The Giver (The Giver  #1),Lois Lowry,4.13,eng,208,1585589,56604,1/24/2006,Ember,2006,21th,small
1070,The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,3.83,eng,192,2201,218,4/2/2019,HarperCollins,2019,21th,small
1071,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.11,eng,288,1760,135,11/29/1989,Ballantine Books,1989,20th,small
1072,The Last Life,Claire Messud,3.56,eng,400,1426,201,9/28/2000,Mariner Books,2000,21th,small
1073,The Hunters,Claire Messud,3.42,eng,200,406,64,5/18/2003,Picador,2003,21th,small
1074,When the World Was Steady,Claire Messud,3.17,eng,270,481,58,9/1/1995,Granta,1995,20th,small
1075,The Sea,John Banville,3.51,eng,195,19308,1803,8/15/2006,Vintage,2006,21th,small
1076,The Sea,John Banville,3.51,eng,195,586,103,12/7/2005,Alfred A. Knopf,2005,21th,small
1077,The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,3.71,eng,220,3202,278,6/12/2001,Vintage,2001,21th,small
1078,Athena (The Freddie Montgomery Trilogy #3),John Banville,3.66,eng,240,387,29,5/28/1996,Vintage,1996,20th,small
1079,Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,3.65,eng,242,583,60,10/12/1993,Vintage,1993,20th,small
1080,Shroud (The Cleave Trilogy #2),John Banville,3.66,eng,257,974,81,6/8/2004,Vintage,2004,21th,small
1081,Ghosts,John Banville,3.61,eng,244,33,3,12/17/1998,Picador,1998,20th,small
1082,On Beauty,Zadie Smith,3.73,eng,445,53736,3657,8/29/2006,Penguin Books,2006,21th,big
1083,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,eng,403,189652,8207,12/9/2003,Simon and Schuster,2003,21th,big
1084,The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,3.37,eng,224,130,16,12/1/2006,Plume Books,2006,21th,small
1085,Black Beauty,Anna Sewell,3.96,eng,245,208684,3358,3/1/2003,Scholastic Paperbacks,2003,21th,small
1086,Truth and Beauty,Ann Patchett,3.94,eng,257,31134,2662,4/5/2005,Harper Perennial,2005,21th,small
1087,The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,4.11,eng,816,170,21,9/7/2004,Penguin Books,2004,21th,big
1088,Complete Short Stories,Graham Greene/Pico Iyer,4.17,eng,594,1122,69,2/1/2005,Penguin Classics,2005,21th,big
1089,The Power and the Glory,Graham Greene/John Updike,4.0,eng,222,25490,1585,2/25/2003,Penguin Books,2003,21th,small
