,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,pub_year,century,is_big_book
741,Moby Dick,Herman Melville/William Hootkins,3.5,eng,6,8858,885,6/16/2005,Penguin Audio,2005,21th,small
742,Moby-Dick,Herman Melville/Carl F. Hovde,3.5,eng,707,1260,207,4/1/2003,Barnes  Noble Classics,2003,21th,big
743,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey/Duncan Wu,3.61,eng,208,50,7,9/18/2003,Routledge,2003,21th,small
744,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,eng,104,39,5,4/16/1998,Oxford University Press  USA,1998,20th,small
745,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.93,eng,156,23,4,4/30/2004,Inner City Books,2004,21th,small
746,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,eng,102,6,0,4/3/1997,Oxford University Press  USA,1997,20th,small
747,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,eng,164,0,0,7/1/1993,University of Illinois Press,1993,20th,small
748,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,eng,400,16,1,10/20/1995,University Press of Kansas,1995,20th,small
749,Double Tap (Paul Madriani  #8),Steve Martini,3.92,eng,401,2790,159,12/27/2005,Jove Books,2005,21th,big
750,The List,Steve Martini,3.96,eng,451,12534,141,12/1/1997,Jove,1997,20th,big
751,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.22,eng,374,58408,1272,7/30/2002,HarperTorch,2002,21th,small
752,The Innocents Abroad,Mark Twain/Grover Gardner,3.86,eng,560,8879,693,2/11/2003,Modern Library,2003,21th,big
753,Teaching English Abroad,Susan  Griffith,3.57,eng,576,38,6,1/1/2007,Vacation Work Publications,2007,21th,big
754,Theocritus: Select Poems: Select Poems,Theocritus/Kenneth James Dover,3.0,grc,395,1,1,6/1/1991,Bristol Classical Press,1991,20th,small
755,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod/Glenn W. Most,4.03,eng,434,33,1,3/1/2007,Harvard University Press,2007,21th,big
756,Death and the King's Horseman,Wole Soyinka/Simon Gikandi,3.76,eng,254,259,30,11/5/2002,W. W. Norton & Company,2002,21th,small
757,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,eng,104,3094,301,3/31/2005,Penguin Books Ltd,2005,21th,small
758,The Time Machine,H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,3.89,eng,150,372,36,7/1/2004,Simon  Schuster,2004,21th,small
759,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,eng,275,68,6,10/1/1998,Hampton Roads Publishing Company,1998,20th,small
760,The Time Machine,H.G. Wells/Melvin Burgess,3.89,eng,123,284,35,3/1/2004,Scholastic Paperbacks,2004,21th,small
761,The Complete Short Stories,H.G. Wells/John R. Hammond,4.14,eng,864,875,33,5/1/2001,Orion Publishing,2001,21th,big
762,Selected Stories,H.G. Wells/Ursula K. Le Guin,3.93,eng,432,80,11,7/13/2004,Modern Library,2004,21th,big
763,Tono-Bungay,H.G. Wells/Edward Mendelson/Patrick Parrinder,3.42,eng,414,856,111,6/28/2005,Penguin Classics,2005,21th,big
764,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,eng,560,1338,113,9/26/2006,Everyman's Library,2006,21th,big
765,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,eng,120,8228,410,10/1/1992,Crossroad,1992,20th,small
766,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,eng,368,2594,403,5/3/2005,Broadway Books,2005,21th,small
767,Blindness,José Saramago/Giovanni Pontiero,4.11,eng,326,107455,7778,10/4/1999,Mariner Books,1999,20th,small
768,The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,4.29,eng,377,799,107,9/28/1994,Harcourt,1994,20th,small
769,All the Names,José Saramago/Margaret Jull Costa,3.89,eng,245,11016,734,10/5/2001,Mariner Books,2001,21th,small
770,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,eng,64,3331,242,10/5/2000,Mariner Books,2000,21th,small
771,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,eng,346,6184,284,10/16/1998,Mariner Books,1998,20th,small
772,The Cave,José Saramago/Margaret Jull Costa,3.84,eng,307,7649,548,10/15/2003,Mariner Books,2003,21th,small
773,The Stone Raft,José Saramago/Giovanni Pontiero,3.8,eng,292,308,30,6/14/1996,Mariner Books,1996,20th,small
774,The Year of the Death of Ricardo Reis,José Saramago/Giovanni Pontiero,4.02,eng,384,3826,191,9/17/1998,Vintage Classics,1998,20th,small
775,El hombre duplicado,José Saramago/Pilar del Río,3.89,spa,380,1295,106,9/1/2004,Punto de Lectura,2004,21th,small
776,Ensayo sobre la lucidez,José Saramago/Pilar del Río,3.8,spa,461,1744,124,1/1/2005,Punto de Lectura,2005,21th,big
777,La caverna,José Saramago/Pilar del Río,3.84,spa,441,842,69,2/1/2003,Punto de Lectura,2003,21th,big
778,The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,3.81,eng,314,331,62,9/1/1998,Mariner Books,1998,20th,small
779,Las intermitencias de la muerte,José Saramago/Pilar del Río,4.0,spa,274,2862,306,12/1/2005,Alfaguara,2005,21th,small
780,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,eng,902,1432,45,10/6/2009,Castle Books,2009,21th,big
781,The Prophet,Kahlil Gibran/جبران خليل جبران/Jihad El,4.23,eng,127,184293,5418,1/1/2010,Rupa & Co,2010,21th,small
782,A Tear and a Smile,Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer,4.03,eng,228,2094,104,6/27/1950,Alfred A.Knopf,1950,20th,small
783,On the Road,Jack Kerouac,3.63,eng,320,488,39,9/6/2005,Penguin Books,2005,21th,small
784,On the Road,Jack Kerouac/Ann Charters,3.63,eng,281,5575,502,2/24/2000,Penguin Books,2000,21th,small
785,De Kooning: An American Master,Mark Stevens/Annalyn Swan,4.11,eng,732,2732,105,4/4/2006,Knopf Publishing Group,2006,21th,big
786,Willem de Kooning: Late Paintings,Julie Sylvester/David Sylvester,5.0,eng,83,1,0,9/1/2006,Schirmer Mosel,2006,21th,small
787,Aké: The Years of Childhood,Wole Soyinka,3.93,eng,230,1284,90,10/23/1989,Vintage,1989,20th,small
788,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.85,eng,165,3832,178,12/28/2004,Penguin Books,2004,21th,small
789,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen/Tina Blythe/Gene Thompson-Grove,4.0,eng,142,54,4,4/29/2004,Teachers College Press,2004,21th,small
790,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu/Mark McNeilly,3.89,eng,272,125,13,4/1/2000,Oxford University Press  USA,2000,21th,small
791,Marketing Warfare,Al Ries/Jack Trout,4.11,eng,216,942,59,12/13/2005,McGraw-Hill Education,2005,21th,small
792,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.97,eng,301,633037,11898,1/7/2002,Back Bay Books,2002,21th,small
793,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin/Malcolm Gladwell,3.98,eng,234,4600,88,10/10/2001,Hachette Books,2001,21th,small
794,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,eng,286,32079,752,1/7/2003,Harper Paperbacks,2003,21th,small
795,Great Expectations,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,eng,512,14228,668,12/31/2002,Penguin Books,2002,21th,big
796,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens/Edgar Rosenberg,3.77,eng,776,573,38,1/19/1999,W.W. Norton & Company,1999,20th,big
797,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp,3.8,eng,364,108,13,1/1/1969,Westminster John Knox Press,1969,20th,small
798,To Kill a Mockingbird,Harper Lee,4.27,eng,323,10524,898,7/5/2005,Harper Perennial Modern Classics,2005,21th,small
799,To Kill a Mockingbird,Harper Lee/Sissy Spacek,4.27,eng,11,697,180,8/22/2006,Caedmon,2006,21th,small
800,To Kill a Mockingbird,Harper Lee,4.27,eng,323,271,34,10/17/2006,Harper,2006,21th,small
801,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,eng,199,66,4,9/20/1995,Prima Lifestyles,1995,20th,small
802,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,eng,64,13562,141,2/2/1996,Dover Publications,1996,20th,small
803,Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,3.79,eng,416,2161,50,8/1/2005,Simon  Schuster,2005,21th,big
804,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C./Xavier de C./Joseph Rowe,4.67,eng,144,3,0,5/4/2004,North Atlantic Books,2004,21th,small
805,The Bostonians,Henry James/R.D. Gooder,3.59,eng,504,85,12,7/23/1998,Oxford University Press,1998,20th,big
806,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James/Myra Jehlen,4.28,eng,1035,25,4,3/10/2003,Library of America,2003,21th,big
807,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James/Leo Bersani,4.63,eng,713,27,3,2/2/2006,Library of America,2006,21th,big
808,Complete Stories 1892–1898,Henry James/John Hollander/David Bromwich,4.22,eng,958,198,7,1/1/1996,Library of America,1996,20th,big
809,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,eng,504,168559,2365,1/30/2003,Penguin Classics,2003,21th,big
810,The Canterbury Tales,Geoffrey Chaucer/David  Wright,3.49,eng,465,257,22,7/9/1998,Oxford University Press,1998,20th,big
811,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,enm,1254,792,59,4/7/2005,Penguin Classics,2005,21th,big
812,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.8,eng,530,73,5,12/31/1977,Barrons Educational Series,1977,20th,big
813,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.02,eng,456,84,4,5/23/1996,Oxford University Press  USA,1996,20th,big
814,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,eng,272,70,6,5/26/1983,Penguin Classics,1983,20th,small
815,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,eng,383,36,5,1/28/1964,Washington Square Press,1964,20th,small
816,The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,4.18,enm,1327,7760,152,12/12/1987,Houghton Mifflin,1987,20th,big
817,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,eng,611,70,8,5/26/1977,Penguin Books,1977,20th,big
818,Salt: A World History,Mark Kurlansky,3.74,eng,484,50335,3012,1/28/2003,Penguin Books,2003,21th,big
819,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.2,eng,32,1178,173,11/1/2003,Simon  Schuster Books for Young Readers,2003,21th,small
820,The Book of Salt,Monique Truong,3.52,eng,261,4411,629,6/15/2004,Mariner Books,2004,21th,small
821,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,eng,627,856,105,7/17/1989,Vintage,1989,20th,big
822,The Years of Rice and Salt,Kim Stanley Robinson,3.73,eng,763,9344,995,6/3/2003,Bantam Books,2003,21th,big
823,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,eng,288,9254,194,1/13/1969,Schocken,1969,20th,small
824,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,eng,288,39,5,11/1/2006,Yale University Press,2006,21th,small
825,Advanced Global Illumination,Philip Dutre,4.5,eng,366,17,2,8/30/2006,A K PETERS,2006,21th,small
826,Snow Falling On Cedars,David Guterson,3.83,eng,404,588,46,10/21/1999,Bloomsbury Publishing PLC,1999,20th,big
827,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.1,eng,331,52028,2513,8/1/1997,Health Communications Inc,1997,20th,small
828,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,eng,480,1397,128,5/10/1999,Owl Publishing Company,1999,20th,big
829,Microserfs,Douglas Coupland,3.88,eng,371,442,38,1/1/2008,Harper Perennial,2008,21th,small
830,New Media Language,Jean Aitchison/Diana M. Lewis,3.0,eng,209,2,0,5/22/2003,Routledge,2003,21th,small
831,The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,4.16,eng,336,6599,635,5/8/1997,Free Press,1997,20th,small
832,A People's History of the United States,Howard Zinn,4.08,eng,729,167321,4711,8/2/2005,Harper Perennial,2005,21th,big
833,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,eng,619,39,3,7/1/2003,The New Press,2003,21th,big
834,A People's History of the United States: The Civil War to the Present,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.0,eng,496,22,0,8/1/2003,The New Press,2003,21th,big
835,Graphic Design: A Concise History (World of Art),Richard Hollis,4.0,eng,232,675,12,5/17/2002,Thames  Hudson,2002,21th,small
836,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.0,eng,272,206,9,10/21/1996,Duke University Press Books,1996,20th,small
837,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,eng,256,81,12,9/1/1995,Mariner Books,1995,20th,small
838,The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,57011,3332,10/17/2006,Harper Perennial,2006,21th,small
839,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,eng,337,6368,321,10/1/2000,Berkley Trade,2000,21th,small
840,Passionate Minds,David Bodanis,4.1,eng,373,717,112,10/10/2006,Crown Publishing Group (NY),2006,21th,small
841,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,eng,303,448,18,12/1/2002,Cornerstone Press Chicago,2002,21th,small
842,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,eng,307,3976,163,11/1/1985,Dell,1985,20th,small
843,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,eng,320,496,48,3/19/2002,Shaw Books,2002,21th,small
844,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,eng,64,367,38,9/30/1990,Simon & Schuster Children's Publishing,1990,20th,small
845,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle/Mary Chambers,3.98,eng,48,235,4,3/7/2000,Shaw,2000,21th,small
846,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,eng,246,5236,506,1/1/1984,HarperOne,1984,20th,small
847,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,eng,204,388,23,4/22/1999,Cambridge University Press,1999,20th,small
848,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,eng,320,843,42,5/7/1990,Anchor,1990,20th,small
849,The Birth of Tragedy,Friedrich Nietzsche,3.98,eng,84,32,0,6/17/2004,Kessinger Publishing,2004,21th,small
850,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,eng,160,10147,301,11/27/2003,Penguin Classics,2003,21th,small
851,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4.0,eng,179,9,2,3/14/2008,Roxford Books,2008,21th,small
852,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,eng,512,3664,58,3/6/1997,Oxford University Press  USA,1997,20th,big
853,The Tragedy of Pudd'nhead Wilson,Mark Twain/Michael Prichard,3.79,eng,0,3,0,1/1/2003,Tantor Media,2003,21th,small
854,Bridge to Terabithia,Katherine Paterson/Donna Diamond,4.0,eng,191,1811,152,7/1/2008,HarperTeen,2008,21th,small
855,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5.0,eng,32,4,1,1/1/2002,Teaching Resources,2002,21th,small
856,Bread and Roses  Too,Katherine Paterson,3.76,eng,275,2018,294,9/4/2006,Clarion Books,2006,21th,small
857,The Invisible Child,Katherine Paterson,4.27,eng,266,99,27,12/31/2001,Dutton Juvenile,2001,21th,small
858,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,eng,186,1771,99,9/15/1998,Arcade Publishing,1998,20th,small
859,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.46,eng,313,38,1,5/1/2000,TSR,2000,21th,small
860,Girl with a Pearl Earring,Tracy Chevalier,3.88,eng,233,1162,127,9/30/2003,Plume Books,2003,21th,small
861,The Golden Tulip,Rosalind Laker,3.94,eng,585,29,4,9/1/1991,Doubleday,1991,20th,big
862,Burning Bright,Tracy Chevalier,3.36,eng,320,10919,1113,3/20/2007,Dutton,2007,21th,small
863,Falling Angels,Tracy Chevalier,3.58,eng,336,20321,1214,9/24/2002,Penguin Books,2002,21th,small
864,The Virgin Blue,Tracy Chevalier,3.66,eng,304,26029,1588,6/24/2003,Penguin Books,2003,21th,small
865,Wenn Engel fallen,Tracy Chevalier,3.58,ger,384,6,1,2/1/2002,List,2002,21th,small
866,Tom Hunter: Living in Hell and Other Stories,Tom Hunter/Tracy Chevalier/Colin Wiggins,3.64,eng,80,42,0,3/8/2006,National Gallery London,2006,21th,small
867,Bleach  Volume 15,Tite Kubo,4.42,eng,208,19945,76,10/3/2006,VIZ Media LLC,2006,21th,small
868,Bleach  Volume 01,Tite Kubo,4.22,eng,200,140403,1063,5/19/2004,VIZ Media LLC,2004,21th,small
869,Bleach  Volume 14,Tite Kubo,4.38,eng,208,10356,79,8/1/2006,VIZ Media LLC,2006,21th,small
870,Bleach  Volume 11,Tite Kubo,4.36,eng,208,8773,84,2/7/2006,VIZ Media LLC,2006,21th,small
871,Bleach  Volume 12,Tite Kubo,4.36,eng,208,8948,86,4/4/2006,VIZ Media LLC,2006,21th,small
872,DEATH NOTE デスノート 1,Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,4.43,jpn,195,227,38,4/2/2004,集英社,2004,21th,small
873,Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba/Takeshi Obata,4.39,jpn,204,452,13,11/11/2004,Shueisha,2004,21th,small
874,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba/Takeshi Obata,4.43,jpn,194,400,11,9/3/2004,Shueisha,2004,21th,small
875,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,eng,187,3,1,7/24/1987,Harlequin Romance,1987,20th,small
876,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,eng,255,1124,191,2/13/2001,Vintage International,2001,21th,small
877,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,4.02,ger,321,9674,343,6/1/1994,Diogenes,1994,20th,small
878,Three Stories and a Reflection,Patrick Süskind,3.57,eng,128,24,3,11/13/1997,Bloomsbury Publishing PLC,1997,20th,small
879,The Pigeon,Patrick Süskind,3.68,eng,77,6254,423,6/29/1989,Penguin,1989,20th,small
880,The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,eng,128,2061,104,11/3/2003,Not Avail,2003,21th,small
881,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,jpn,189,41,3,1/5/2002,Shueisha,2002,21th,small
882,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,fre,192,54,4,7/2/2003,Glénat,2003,21th,small
883,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,3.67,eng,80,114,17,1/1/1995,Yearling,1995,20th,small
884,How Angel Peterson Got His Name,Gary Paulsen,3.93,eng,111,1177,218,8/10/2004,Yearling,2004,21th,small
885,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,eng,560,557,46,9/9/2003,Yearling,2003,21th,big
886,Chicago Blues: The City and the Music,Mike  Rowe/Ronald Radano,3.92,eng,226,25,2,8/22/1981,Da Capo Press,1981,20th,small
887,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,eng,272,5437,830,2/17/1995,Mariner Books,1995,20th,small
888,Brian's Winter,Gary Paulsen,4.01,eng,133,76,12,1/1/1996,Delacorte Books for Young Readers,1996,20th,small
889,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,eng,320,209122,4131,6/12/2001,Modern Library,2001,21th,small
890,Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,eng,286,1507,142,3/27/2003,Penguin Classics,2003,21th,small
891,Robinson Crusoe,Daniel Defoe/Michael Shinagel,3.67,eng,436,585,63,12/19/1994,W.W. Norton & Company,1994,20th,big
892,Robinson Crusoe,Daniel Defoe/Avi,3.67,eng,482,204,32,7/1/2001,Aladdin,2001,21th,big
893,Robinson Crusoe,Daniel Defoe,3.67,eng,288,311,18,7/14/2006,Ann Arbor Media,2006,21th,small
894,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,eng,733,577,36,1/26/1999,Dover Publications,1999,20th,big
895,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,3.85,eng,389,5,0,3/15/2003,University of California Press,2003,21th,small
896,Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,eng,277,242,29,4/22/2003,Council Press,2003,21th,small
897,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain/Guy Cardwell/Louis J. Budd,4.06,eng,808,33,3,8/1/2000,Library of America,2000,21th,big
898,The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,3.82,eng,327,1049912,11391,12/31/2002,Penguin Classics,2002,21th,small
899,Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,eng,368,144,17,5/6/2005,Dover Publications,2005,21th,small
900,Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,eng,244,687,37,8/14/2001,The Modern Library,2001,21th,small
901,The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,eng,656,185,18,10/17/2001,W. W. Norton  Company,2001,21th,big
902,The Wit and Wisdom of Mark Twain,Mark Twain,4.2,eng,64,970,53,12/23/1998,Dover Publications,1998,20th,small
903,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,eng,221,513,71,10/18/2004,University of California Press,2004,21th,small
904,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,eng,848,5710,142,3/1/1984,Bantam Classics,1984,20th,big
905,The Autobiography of Mark Twain,Mark Twain/Charles Neider,4.05,eng,508,2871,209,11/28/2000,Harper Perennial,2000,21th,big
906,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,4.39,eng,1050,207,10,10/15/1992,Library of America,1992,20th,big
907,Lost Horizon,James Hilton,3.92,eng,241,11892,955,6/15/2004,Harper Perennial,2004,21th,small
908,Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,eng,282,715,44,6/1/2002,David C Cook,2002,21th,small
909,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,eng,361,1817,123,10/28/2003,Pocket Books,2003,21th,small
910,The Secret Garden,Frances Hodgson Burnett,4.13,eng,331,764134,11796,9/1/1998,Children's Classics,1998,20th,small
911,The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,4.13,eng,281,1739,116,7/1/2003,Signet,2003,21th,small
912,The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.33,eng,160,1653,76,3/1/2005,Sterling,2005,21th,small
913,The Secret Garden,Frances Hodgson Burnett/Alison Lurie,4.13,eng,288,517,13,1/30/2003,Penguin Classics,2003,21th,small
914,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,eng,242,238192,4392,2/26/2002,Penguin Books,2002,21th,small
915,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,3.8,eng,274,23,7,9/1/1994,David R. Godine Publisher,1994,20th,small
916,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,4.3,eng,128,150,23,3/19/1999,Festival,1999,20th,small
917,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,eng,448,5899,475,12/24/2003,Basic Books,2003,21th,big
918,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,eng,627,328,43,4/3/2007,Basic Books (AZ),2007,21th,big
919,Black Rednecks and White Liberals,Thomas Sowell,4.38,eng,372,2579,301,6/1/2005,Encounter Books,2005,21th,small
920,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,eng,256,1546,122,11/13/2003,Basic Books,2003,21th,small
921,Knowledge And Decisions,Thomas Sowell,4.39,eng,422,766,47,10/4/1996,Basic Books,1996,20th,big
922,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,eng,304,1797,166,1/3/2002,Basic Books,2002,21th,small
923,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,eng,29,65,9,6/27/1991,Walker Books Ltd,1991,20th,small
924,Alcoholics Anonymous,Alcoholics Anonymous,4.45,eng,250,22,0,8/1/1993,Alcoholics Anonymous World Services Inc,1993,20th,small
925,Alcoholics Anonymous,Alcoholics Anonymous,4.45,eng,576,495,30,2/10/2002,AA World Services,2002,21th,big
926,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.36,eng,221,213,10,1/1/1993,Overeaters Anonymous  Incorporated,1993,20th,small
927,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,eng,240,39369,80,2/1/1990,Mariner Books,1990,20th,small
928,Natural Health  Natural Medicine,Andrew Weil,4.11,eng,448,580,41,12/9/2004,Mariner Books,2004,21th,big
929,The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,eng,335,8624,409,5/5/2004,Farrar  Straus and Giroux,2004,21th,small
930,The Complete Stories,Bernard Malamud/Robert Giroux,4.22,eng,656,712,51,10/12/1998,Farrar  Straus and Giroux,1998,20th,big
931,The Assistant,Bernard Malamud/Jonathan Rosen,3.89,eng,246,8073,319,7/7/2003,Farrar Straus and Giroux,2003,21th,small
932,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4.0,eng,184,4,0,3/1/1991,University Press of Mississippi,1991,20th,small
933,The Tenants,Bernard Malamud/Aleksandar Hemon,3.65,eng,248,662,50,9/18/2003,Farrar  Straus and Giroux,2003,21th,small
